date,trueNum,p_true,rank,brier,observationsUsed
1970-05-28,617,0.000661547245887438,888,0.9997891536387434,149
1970-05-28,439,0.001293913468070651,182,0.9985209661275894,150
1970-05-28,411,0.0009577341115558698,423,0.9991957921496549,151
1970-06-04,048,0.0012067573117241614,230,0.9986979590267714,152
1970-06-04,956,0.000994755467926481,394,0.9991201687117583,153
1970-06-04,134,0.0010061688033447076,382,0.9990973138231131,154
1970-06-04,266,0.0008603150751911088,590,0.9993893764417819,155
1970-06-04,249,0.0010011380396248528,389,0.9991065525775574,156
1970-06-04,948,0.0010195963978327336,387,0.9990697314760031,157
1970-06-04,655,0.0011831025241024105,249,0.998742974870266,158
1970-06-11,061,0.0007330549480785484,780,0.9996447362593247,159
1970-06-11,290,0.0012224043178899037,226,0.9986635242693909,160
1970-06-11,650,0.0013266254117564615,163,0.9984570930593888,161
1970-06-11,715,0.00147373875674074,100,0.998165572448818,162
1970-06-11,017,0.0006678653211110554,848,0.9997783982277282,163
1970-06-11,796,0.0008958571386949829,545,0.9993192412708007,164
1970-06-11,909,0.000996414870055932,405,0.9991173073713274,165
1970-06-18,348,0.0006361800853070113,898,0.9998378955770665,166
1970-06-18,044,0.0008342029296867935,665,0.9994390181866414,167
1970-06-18,246,0.0010648123175026627,340,0.9989765339570719,168
1970-06-18,932,0.0009769424677598378,447,0.999152952353019,169
1970-06-18,804,0.0012278147092961906,220,0.998651322142472,170
1970-06-18,021,0.0008924358284699188,563,0.9993208937956127,171
1970-06-18,311,0.0006070951966981079,942,0.9998909893023008,172
1970-06-25,727,0.001275457808504034,189,0.9985508798294744,173
1970-06-25,153,0.0006955787704026403,824,0.9997104377275684,174
1970-06-25,927,0.00099015789953421,421,0.9991196008836185,175
1970-06-25,080,0.0007316260322321597,804,0.9996372552685523,176
1970-06-25,814,0.0008225637306187426,690,0.9994543966675058,177
1970-06-25,790,0.0011964953552349032,234,0.9987052836544762,178
1970-06-25,197,0.0008377882125251201,661,0.9994245022571011,179
1970-07-02,706,0.000922343772008075,508,0.9992545700341185,180
1970-07-02,241,0.000960119342374343,467,0.9991787354002606,181
1970-07-02,464,0.0009634272902951831,454,0.9991721479280151,182
1970-07-02,015,0.0010648803632736345,338,0.9989693681384862,183
1970-07-02,920,0.002114079941482254,7,0.9968717093031532,184
1970-07-02,932,0.0013876536665840835,131,0.9983289609691208,185
1970-07-02,518,0.0008518905601632626,633,0.9994009855297464,186
1970-07-09,666,0.0008214720726354081,688,0.9994608543330099,187
1970-07-09,974,0.0013312906640118153,159,0.9984401177596555,188
1970-07-09,441,0.0011034644563827543,305,0.9988958578812712,189
1970-07-09,667,0.0007407930672268899,777,0.9996222331380783,190
1970-07-09,114,0.0009887386897776537,413,0.9991246232282452,191
1970-07-09,657,0.0008251697690820774,702,0.9994518714891703,192
1970-07-09,227,0.00099523270257151,426,0.9991108277771418,193
1970-07-16,046,0.0014015008552498561,124,0.9982987717114694,194
1970-07-16,119,0.0010057491692477454,406,0.9990907031224932,195
1970-07-16,140,0.0015162301918926872,69,0.9980700313296229,196
1970-07-16,124,0.0016640817488859623,31,0.9977774585506913,197
1970-07-16,766,0.0009307576675832052,515,0.9992462088855262,198
1970-07-16,561,0.0008322144631908342,667,0.9994429936981867,199
1970-07-16,007,0.0007859572400388734,723,0.9995344422717465,200
1970-07-23,492,0.0009049330733808382,579,0.9992951348103865,201
1970-07-23,046,0.0019069163178814593,12,0.9972909175917242,202
1970-07-23,278,0.000783296075569484,732,0.9995395203070864,203
1970-07-23,280,0.0007637905668416664,750,0.9995772537701898,204
1970-07-23,696,0.0009220629181271502,551,0.9992603468719257,205
1970-07-23,706,0.0013749470620529423,141,0.9983543492508021,206
1970-07-23,817,0.0007991474010161107,725,0.9995063158552661,207
1970-07-30,440,0.0016544200454863141,33,0.9977946610516559,208
1970-07-30,337,0.0006020742579066962,931,0.9999029325492911,209
1970-07-30,887,0.0006005822689706987,942,0.999903307684861,210
1970-07-30,572,0.0007130525405374076,789,0.9996755878186089,211
1970-07-30,455,0.0012660243939489426,198,0.9985677501885707,212
1970-07-30,789,0.0006517506334170205,858,0.9997980822811,213
1970-07-30,960,0.001302476649574059,172,0.9984945206085648,214
1970-08-06,045,0.0011956762688614534,241,0.9987101933861049,215
1970-08-06,412,0.0010037420992737465,412,0.9990954728170197,216
1970-08-06,998,0.0013295116021295834,158,0.9984444003443601,217
1970-08-06,376,0.0006189064868260592,918,0.9998657444901751,218
1970-08-06,597,0.0008525908639610597,646,0.9993960964834256,219
1970-08-06,226,0.0015919249461389107,45,0.9979166971172677,220
1970-08-06,014,0.0009226270821818134,534,0.9992569587831897,221
1970-08-13,504,0.0008346420802229737,674,0.9994326910622728,222
1970-08-13,177,0.0008815827942386936,616,0.999337940107555,223
1970-08-13,702,0.000820581299271788,709,0.9994595463745782,224
1970-08-13,735,0.001480919154597299,71,0.9981380258259566,225
1970-08-13,922,0.0010788458797064042,324,0.9989432708460252,226
1970-08-13,405,0.0012376854625148826,212,0.9986264403714809,227
1970-08-13,294,0.0009412403565363591,510,0.9992209733188383,228
1970-08-20,995,0.0016633670443125653,36,0.9977766280045711,229
1970-08-20,988,0.0006799415650406503,820,0.9997454467033081,230
1970-08-20,367,0.0006230693912663793,896,0.9998576253562456,231
1970-08-20,900,0.0017566176705983375,28,0.997588337352305,232
1970-08-20,002,0.0008654803519384411,626,0.9993731108068221,233
1970-08-20,643,0.0005938379138389099,943,0.9999158813519757,234
1970-08-27,960,0.0017758446580773129,27,0.9975498104206323,235
1970-08-27,851,0.0007269610953503714,793,0.999650145804542,236
1970-08-27,148,0.0013996787988512682,112,0.9983031549876823,237
1970-08-27,976,0.001443826368734494,88,0.9982155245718193,238
1970-08-27,057,0.0009095995729396874,549,0.9992849508395654,239
1970-08-27,957,0.0011387138064516123,276,0.9988264113586232,240
1970-08-27,432,0.001364320700971642,128,0.9983762349097158,241
1970-09-03,923,0.0007415752577645839,780,0.999622242882664,242
1970-09-03,084,0.0006631472504445071,854,0.9997787569040538,243
1970-09-03,939,0.0014079935874381703,102,0.9982872666232304,244
1970-09-03,184,0.0007089392011813229,814,0.9996862186017338,245
1970-09-03,059,0.000900979648623765,557,0.9993007780141339,246
1970-09-03,032,0.0009156138243097073,540,0.9992712071614278,247
1970-09-03,229,0.0009820014369535154,444,0.9991382865839216,248
1970-09-10,462,0.0009938803151874225,429,0.9991148192112268,249
1970-09-10,510,0.001046449704142011,362,0.9990100400313582,250
1970-09-10,763,0.0006087965448687675,932,0.9998860358428379,251
1970-09-10,551,0.0007916938950103868,732,0.999518259807365,252
1970-09-10,829,0.0008752276178812662,612,0.9993502395420877,253
1970-09-10,265,0.0010524560044222117,360,0.9989955229952527,254
1970-09-17,851,0.0011739294292165085,260,0.9987531968626706,255
1970-09-17,272,0.00082356917590203,699,0.999453221803454,256
1970-09-17,745,0.0011453230756606,278,0.9988090854856135,257
1970-09-17,756,0.001030221945798721,382,0.9990403524414256,258
1970-09-17,650,0.00147750365325255,77,0.9981462254685046,259
1970-09-17,773,0.0006001480610534105,939,0.9999021777418932,260
1970-09-17,961,0.000995128638973466,435,0.9991101971062963,261
1970-09-24,709,0.000900081296189997,582,0.9993007207392095,262
1970-09-24,688,0.0005908802966199903,955,0.9999189342746214,263
1970-09-24,727,0.0018784166892840098,16,0.9973415084716332,264
1970-09-24,753,0.0011105619181393527,295,0.9988786333498864,265
1970-09-24,716,0.001030629346517937,381,0.9990379420370323,266
1970-09-24,677,0.0007740451217694125,752,0.9995516057422461,267
1970-09-24,616,0.0008993263856083716,581,0.9993001195231104,268
1970-10-01,028,0.0009548454766055433,502,0.9991889397409461,269
1970-10-01,775,0.001071315583319943,338,0.9989561420052739,270
1970-10-01,144,0.0009580195168135812,487,0.9991835051267693,271
1970-10-01,960,0.0021620432857450194,5,0.9967755567885257,272
1970-10-01,879,0.0007489579934733901,779,0.9996043688466772,273
1970-10-01,907,0.0014514925871611161,83,0.9981981813299766,274
1970-10-08,167,0.0009753322527436396,457,0.9991515319038271,275
1970-10-08,175,0.0010358702848091927,385,0.9990306706387337,276
1970-10-08,622,0.0009260626378996378,536,0.9992508395039065,277
1970-10-08,922,0.0016498583730607252,41,0.9978032902118797,278
1970-10-08,274,0.0008618974782193868,631,0.9993810663602462,279
1970-10-08,617,0.0012788718787158154,183,0.9985466751713981,280
1970-10-15,170,0.001162329963689214,267,0.9987798316015675,281
1970-10-15,437,0.0009799641118716051,460,0.99914571384625,282
1970-10-15,693,0.0005923056036398245,937,0.9999212929576299,283
1970-10-15,424,0.0011482960410004054,277,0.9988073014832815,284
1970-10-15,475,0.0011673735278782214,265,0.9987701555753419,285
1970-10-15,228,0.0009527267006234496,497,0.9992005500794948,286
1970-10-15,767,0.0010718521754810566,344,0.9989624923351007,287
1970-10-22,935,0.0016006242493742094,49,0.9979055972318256,288
1970-10-22,935,0.002052215090321627,10,0.9970040752457229,289
1970-10-22,740,0.0013115968992248052,165,0.9984875278510397,290
1970-10-22,458,0.000969345645188237,464,0.9991736644896466,291
1970-10-22,987,0.0008116326307603499,689,0.9994892429172708,292
